review_id,target,prediction,rouge-1,rouge-2,rouge-L,bert_score
CD003476,,This review provides some evidence that the addition of NSAIDs or anti-inflammatory drugs to paracetamol or diclofenac increases the risk of postoperative pain outcomes in children undergoing extractions of primary teeth. There is no clear evidence that any one surgical intervention was superior to the other. Small sample sizes and differences in study design limit the usefulness of this intervention in determining the most effective analgesic in preventing postoperative pain in children.,0.0,0.0,0.0,0.0
CD001230,,"Rofecoxib is an effective oral dose for the treatment of moderate to severe acute postoperative pain. Rofecoxib was associated with fewer gastrointestinal and nervous system adverse events. Adverse effects were uncommon, though post-extraction alveolitis (dry socket) occurred more often with rofecoxib than placebo, and gastrointestinal adverse events were more common with both active and non-steroidal anti-inflammatory drugs.",0.0,0.0,0.0,0.0
CD004886,,"There is insufficient evidence to support or refute the use of exercise for preventing the development of IGT in people with impaired glucose tolerance. There is a need for more high quality, adequately powered, well-designed and reported randomised controlled trials to determine the effect of exercise versus no intervention on the long-term morbidity and mortality among people with IGT.
[Note: The four citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD000387,,"For ventilated neonates with CLD, the prone position is a safe and effective procedure for short-term effects on respiratory rate, heart rate, respiratory complications and oxygen desaturation. The mechanism and clinical applicability of such trials need to be explored further. However, there is insufficient evidence to determine which method of position is the most appropriate for ventilated neonates.",0.0,0.0,0.0,0.0
CD002829,,There is some evidence that the body-worn device is more effective than placebo for the treatment of children with monosymptomatic primary nocturnal enuresis. There is insufficient evidence to determine which type of choice is the most effective treatment for children with wetting. The effectiveness of alarms for these children remains uncertain. The results of this review do not provide sufficient evidence to support the use of alarms as an effective treatment to treat wetting.,0.0,0.0,0.0,0.0
CD002771,,"There is no clear evidence that cord clamping reduces infant haematological status in term infants 24- to 72- months after birth. However, there is insufficient evidence to support the routine use of this procedure to reduce infant anaemia. There is a need for further high-quality randomised controlled trials to assess the benefits and harms of cord clamping.
[Note: The 23 citations in the awaiting classification section of the review may alter the conclusions of generic review once assessed.]",0.0,0.0,0.0,0.0
CD001125,,"Zomepirac 30 mg has been shown to be effective at treating moderate to severe acute postoperative pain after the removal of unilateral third molar teeth under local anaesthesia. However, there is insufficient evidence to determine which method of analgesic efficacy is the most appropriate for the treatment of postoperative pain.",0.0,0.0,0.0,0.0
CD004898,,"There is currently no evidence to support or refute the use of macrolides in treating children with severe asthma. There is a need for more high quality, well designed RCTs that compare macrolides with methylprednisolone and in combination with methylprednisolone alone. Further well-designed, adequately powered RCTs are required to assess the effect of macrolides on exacerbations and control of asthma in children.
[Note: The six citations in the awaiting classification section of the review may alter the conclusions of the new review once assessed.]",0.0,0.0,0.0,0.0
CD003676,,"There is insufficient evidence to support the use of a leaflet for improving adherence to post-exposure prophylaxis after rape. There is a need for well designed, conducted and reported randomised controlled trials with adequate power to evaluate the effect of leaflet for preventing or treating HIV transmission after the rape.",0.0,0.0,0.0,0.0
CD003840,,"There is insufficient evidence from randomised controlled trials to support the routine use of LUNA as an effective treatment for women with severe midline dysmenorrhea undergoing first-line surgical procedures for symptomatic endometriosis. There is a need for more high quality, well-designed randomised clinical trials with long-term follow up to determine the optimal management of this condition.",0.0,0.0,0.0,0.0
CD004631,,"This review suggests that there is insufficient evidence to recommend the use of CBZ-controlled release carbamazepine as a treatment for epilepsy. There is no evidence to suggest that carbamazepine is associated with a higher rate of seizure frequency, a lower rate of re-intubation, or a higher level of serum CBZ concentration. The quality of the evidence was generally poor and the confidence intervals were too wide to be confident that they did not differ significantly between the two drugs.",0.0,0.0,0.0,0.0
CD006014,,"There is insufficient evidence from randomised controlled trials to support or refute the use of thalidomide in the treatment of active Crohn's disease. There is a need for more high quality, well-designed, double-blind, placebo-controlled RCTs to assess the efficacy and safety of thalidomide.",0.0,0.0,0.0,0.0
CD006154,,"The present systematic review suggests that methadone is an effective maintenance treatment for opioid dependence as it is not associated with better outcomes than no treatment. However, there is insufficient evidence to determine which type of maintenance is most effective and which is associated with improved retention. There is a need for more high quality trials investigating the long-term efficacy of methadone in the management of opioid dependence.
[Note: The 23 citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD000412,,"Adjuvant adjuvant chemotherapy for high-grade soft tissue sarcomas of the head and neck does not seem to offer a statistically significant advantage in terms of disease-free survival, local recurrence, and overall survival when compared with no treatment or with chemotherapy alone. Due to the small number of trials included in this review, it is not possible to recommend the use of platinum-based chemotherapy for these patients.",0.0,0.0,0.0,0.0
CD001552,,"There is insufficient evidence to support the use of HT to reduce vertebral vertebral fractures in women with a history of CHD. There is a need for more high quality, adequately powered, well-designed randomised controlled trials that examine the effects of HT on vertebral and hip fractures in postmenopausal women. The results of this review should be interpreted cautiously because of the short duration of the trials and the lack of reporting of adverse effects in many of the included trials.",0.0,0.0,0.0,0.0
CD006914,,"This review provides some evidence that the use of lidocaine in the endotracheal tube cuff is associated with a reduction in sore throat and a decrease in the incidence of postoperative sore throat. However, there is insufficient evidence to support its use in the routine use of this form of route to reduce the risk of postoperative airway symptoms.",0.0,0.0,0.0,0.0
CD005249,,"There is some evidence that biofeedback exercises may be more effective than placebo exercises in the short-term treatment of patellofemoral pain syndrome. However, there is insufficient evidence to recommend the use of biofeedback exercises as a treatment for patellofemoral pain. There is a need for more high quality, well designed randomised controlled trials with long-term follow up to evaluate the benefits and harms of this intervention.",0.0,0.0,0.0,0.0
CD008538,,"There is insufficient evidence to recommend the use of calcium-blocking agents in the treatment of Duchenne muscular dystrophy. There is a need for more high quality, adequately powered, double-blind, placebo-controlled RCTs to determine whether or not the calcium-containing agent is effective.",0.0,0.0,0.0,0.0
CD002751,,There is insufficient evidence to support the use of foot reflexology in pregnancy to reduce ankle and foot oedema as a measure of wellbeing in pregnancy.,0.0,0.0,0.0,0.0
CD006187,,"Alvimopan reduces gastrointestinal transit time and improves the return of gastrointestinal function in the first 48 hours after drug administration of opioid administration in patients with opioid-induced constipation. There was no evidence of a difference in efficacy between different doses of opioids, but these results were not statistically significant. There is a need for further high quality randomised controlled trials with long-term follow-up to evaluate the effect of opioids on gastrointestinal transit.",0.0,0.0,0.0,0.0
CD006900,,There is insufficient evidence to support routine preoperative medical testing before cataract surgery for reducing the rate of medical complications.,0.0,0.0,0.0,0.0
CD006801,,"There is insufficient evidence to support the use of pre-emptive infiltration with bupivacaine as an effective analgesic in the control of postoperative pain after tonsillectomy. There is some evidence that bupivacaine is superior to placebo in reducing postoperative pain for adult patients undergoing tonsillectomy, but this may be due to the small number of patients enrolled in the trials.",0.0,0.0,0.0,0.0
CD004907,,"There is insufficient evidence to support or refute the use of shoulder strapping as an effective treatment to prevent post-stroke pain after stroke. Large, high quality, randomised controlled trials are required to determine the relative benefits and harms of this intervention.",0.0,0.0,0.0,0.0
CD009062,,"The pooled sensitivity and specificity of Xpert MTB/RIF for diagnostic performance for TB and HIV-positive detection remains unproven. There is a need for more high quality, well-designed, adequately powered, well conducted and reported long-term randomised controlled trials that examine the effect of different methods of standard culture and culture-positive TB tests.
[Note: The 23 citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD003254,,"There is insufficient evidence to determine whether propranolol is effective in the treatment of neuroleptic-induced akathisia in people with schizophrenia. Large, well-designed and reported randomised controlled trials are required to assess the effects of propranolol as an adjunct to anticholinergic medication in the management of this condition in a patient population.",0.0,0.0,0.0,0.0
CD008408,,"This review provides some evidence that educational interventions can be effective in enhancing screening and performance of a variety of screening tests for men with a strong suspicion of breast cancer. More research is needed on the long-term effects of different delivery methods, such as decision aids, in terms of patient satisfaction, decisional conflict, and time spent discussing screening. There is a need for further well designed, conducted and reported pragmatic randomised controlled trials to evaluate the effects of educational interventions on the performance of these tests in shared decision making. The findings of this review should be interpreted with caution due to the small number of women included in the trials and the small sample sizes of the trials.",0.0,0.0,0.0,0.0
CD003719,,"There is no evidence to support the use of a pill containing the same dose of the same type of progestin compound for treating premenopausal women with premenopausal users. There is a need for further high quality randomised controlled trials with long-term follow-up to determine which contraceptive products are the most effective, safe and effective in preventing premenopausal users' BMD.",0.0,0.0,0.0,0.0
CD003848,,"There is insufficient evidence to support or refute the use of beta-blockers for treating intermittent claudication. There is a need for high quality, adequately powered, double-blind, placebo-controlled RCTs to determine the effects of this intervention on quality of life, symptoms and exercise heart rate.
[Note: The 23 citations in the awaiting classification section of the review may alter the conclusions of how best to deliver the review once assessed.]",0.0,0.0,0.0,0.0
CD007235,,"There is insufficient evidence to support the use of sublingual nitroglycerin as a treatment for the removal of placenta. Sublingual nitroglycerin may be effective in reducing birth weight rates for women with placenta, but further studies are needed to confirm this.",0.0,0.0,0.0,0.0
CD004916,,"Parental presence during induction of anaesthesia reduces preoperative anxiety in children undergoing surgery and is associated with improved health-related quality of life. There is no evidence that preoperative anxiety may be reduced by parental oral midazolam or oral sedatives. However, it does not appear to significantly reduce the incidence of emergence delirium when compared to no intervention. Further research is needed to assess the effect of preoperative anxiety on multiple measures such as child's fears and behaviour.",0.0,0.0,0.0,0.0
CD004530,,"There is insufficient evidence to determine which method of treatment is the most appropriate for people with congenital hypothyroidism. However, there is a need for well designed, adequately powered, double-blind, placebo-controlled RCTs to assess the efficacy and safety of adding initial T4 to people with severe hypothyroidism to reduce the time to reach target T4 normalization in thyroid function. Further well-designed, high quality randomised controlled trials are needed to determine whether initial L-thyroxine doses are more efficacious than no treatment for these people.",0.0,0.0,0.0,0.0
CD000313,,"There is insufficient evidence to support the use of melatonin as monotherapy for typical absence seizures in children and young people. There is a need for more high quality, adequately powered, double-blind, placebo-controlled RCTs to determine whether melatonin is effective in reducing the frequency of seizure frequency in people with epilepsy.",0.0,0.0,0.0,0.0
CD006581,,"The findings of this review support the use of low-intensity, functionally oriented exercise programmes to reduce urinary incontinence in frail nursing home residents. There is a need for more high quality, adequately powered, well-designed randomised controlled trials that examine the effects of such programmes.",0.0,0.0,0.0,0.0
CD006179,,"Based on the results of this systematic review, we cannot provide no evidence to support the routine use of a cholesterol-lowering agent for treating people with intermittent claudication. There is a need for more high quality, adequately powered, well-designed, long-term randomised controlled trials investigating the effect of statins on cardiovascular outcomes in this patient population.",0.0,0.0,0.0,0.0
CD007271,,"There is insufficient evidence to recommend the use of IVRO techniques for the treatment of dyspareunia fixation in adults with dyspareunia fixation. There is a need for more high quality, well-designed and reported randomised clinical trials with long-term follow up.",0.0,0.0,0.0,0.0
CD004047,,"The available evidence suggests that pre-exposure prophylaxis with immune serum globulin is effective in preventing infectious hepatitis A infection. However, the number of studies included was too small to allow reliable conclusions to be drawn about the relative effectiveness of the two types of prophylaxis.",0.0,0.0,0.0,0.0
CD003204,,"There is insufficient evidence to support the use of dorsal nerve block as an effective analgesic for postoperative analgesia in children undergoing circumcision. There is a need for more randomized clinical trials with larger sample sizes that this technique is associated with higher rates of side effects and side effects due to adverse events. However, this conclusion is limited by the small number of studies included in this review, small numbers of participants and lack of reporting of outcome data. Further well-designed, adequately powered RCTs are required to determine which analgesic techniques are the most effective for post-operative analgesia in people undergoing circumcision for religious reasons.",0.0,0.0,0.0,0.0
CD007584,,"This review provides some evidence that salmeterol and fluticasone are effective in reducing exacerbations and lung function in moderate to severe COPD, but there is no evidence that they are associated with an increased risk of side effects. There is a need for more high quality, adequately powered, well-designed randomised controlled trials with long-term follow up to determine the optimal dose and duration of treatment for the treatment of COPD.",0.0,0.0,0.0,0.0
CD007230,,There is insufficient evidence to recommend the use of bleomycin as a treatment for patients with craniopharynoprophylaxis systems. There is a need for more studies with larger sample sizes and longer follow up to determine which methodologically sound differences between the benefits and harms of the various types of therapy.,0.0,0.0,0.0,0.0
CD002248,,"In women with endometriosis, a GnRH agonist 0.15 mg daily is effective at preventing bone loss up to two years after GnRH agonist treatment. However, it does not seem to reduce the risk of dysmenorrhoea. There is no evidence to suggest that GnRHas is effective in the treatment of bone loss induced by the cessation of treatment, and add-on therapy is associated with an improvement in dysmenorrhoea. In the short-term, there was a small but statistically significant reduction in dysmenorrhoea in women treated with GnRHas, but this was not consistently associated with a significant increase in bone mass.
[Note: The 15 citations in the awaiting classification section may alter the conclusions of the review once assessed.]",0.0,0.0,0.0,0.0
CD003873,,"This review provides some evidence that providing patients with the audiotaped initial consultation using an self-efficacy tape to support the provision of information provided by healthcare professionals leads to improved their perception of being informed about treatment decisions and their levels of anxiety and depression. There is a need for further well designed, conducted and reported long-term randomised controlled trials that evaluate the effects of such interventions on patient satisfaction, health-related quality of life and health related costs.",0.0,0.0,0.0,0.0
CD007632,,"Local corticosteroids are effective in relieving symptoms of carpal tunnel syndrome, but there is insufficient evidence to support its use in the short-term treatment of this condition. There is some evidence that corticosteroids are more effective than placebo or no treatment when compared with other interventions, and it is less clear than full-time corticosteroids. The studies included in this review were of short duration, with follow-up seven months. The findings of this review suggest that most of the studies were at risk of bias, and that results from the available data do not support the use of corticosteroids in reducing symptoms such as motor nerve conduction, wrist symptoms, or functional impairment in patients with CTS.",0.0,0.0,0.0,0.0
CD002256,,"Fluoxetine and psychotherapy are effective in reducing eating and depression of inpatients with bulimia nervosa, but the clinical significance remains unclear. There is a need for more studies with larger sample sizes and longer follow-up periods to determine the relative effectiveness of these interventions. Further research is needed to assess the long-term effects of different types of psychotherapy and treatments including antidepressant medication, medication alone, and medication combined with medication in combination with psychological therapy in the treatment of bulimia nervosa.",0.0,0.0,0.0,0.0
CD000052,,"Tinidazole given to every 100 people undergoing appendectomy is effective in reducing the incidence of post-abdominal infections and reducing the rate of infection requiring hospital stay in people undergoing appendicectomy; however, they did not reduce the risk of infection severity. There is insufficient evidence to determine which type of antibiotic prophylaxis is the most appropriate for patients.",0.0,0.0,0.0,0.0
CD003816,,"There is no clear evidence that manual therapy is an effective treatment for acute and subacute LBP, but there is some evidence that it is more effective than other forms of manual therapy. There is a need for further high quality randomised controlled trials with long-term follow up to determine the relative effectiveness of these interventions.",0.0,0.0,0.0,0.0
CD005040,,"There is insufficient evidence to support the use of dehydroepiandrosteroneepiandrosterone as an effective antipsychotic treatment for people with schizophrenia. There is a need for more high quality, well-designed, long-term randomised controlled trials that examine the efficacy and safety of this augmentation in this patient population.",0.0,0.0,0.0,0.0
CD003303,,"In patients with refractory bone pain due to prostatic cancer, clodronate significantly reduced the risk of pain scores more than placebo, but there was no evidence of benefit in terms of decreasing vomiting, pain relief, and analgesic use. There was no statistically significant difference between the two drugs. There is insufficient evidence to support the use of oral clodronate for treating refractory pain from prostatic cancer.
[Note: The 24 citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD001746,,"Compared with placebo, 5-ASA appears to be as effective as oral tongue in the treatment of mild to moderate distal active UC. However, there is some evidence that they are effective in the short term, but are associated with fewer adverse events. There is a need for further well designed, adequately powered, high quality randomised clinical trials with long-term follow-up.",0.0,0.0,0.0,0.0
CD001914,,There is insufficient evidence to support the routine use of unobs for the treatment of recurrent glioblastoma. The available trial data do not provide sufficient evidence that unobs are effective in treating patients with high risk glioma. Further trials are needed to determine the effect of humidifierss on the survival of patients with unresectable brain or IV gliomas.,0.0,0.0,0.0,0.0
CD003901,,"There is insufficient evidence to support or refute the use of benzodiazepines as a treatment for alcoholic withdrawal states. Large, well-designed and reported randomised controlled trials are needed to assess the effectiveness of benzodiazepines for alcoholic states.",0.0,0.0,0.0,0.0
CD001181,,"There is insufficient evidence to support the routine use of refractive correction for the treatment of moderate to severe amblyopia in children 7 to 12 years of age. There is a need for more high quality, adequately powered, well-designed randomised controlled trials with long-term follow up to determine the effectiveness of these interventions.",0.0,0.0,0.0,0.0
CD000187,,"There is no evidence to support the use of CIP in the treatment of infants with severe respiratory failure. There is a small but significant increase in the need for oxygen therapy for infants with respiratory disease who are at least 50% to 100 g at birth. The use of continuous positive end-expiratory pressure was associated with a reduction in the length of oxygen therapy, but there was no evidence of benefit in the incidence of pneumothorax or neonatal mortality.
[Note: The three citations in the awaiting classification section of the review may alter the conclusions of the original review once assessed.]",0.0,0.0,0.0,0.0
CD005565,,"Oxacillin impregnated with antibiotics significantly reduces the risk of postoperative infection after insertion of a shunt for CSF drainage in children undergoing ""clean """" operations of cerebrospinal fluid. There was no evidence of a difference in the rate of infection in areas with the use of antibiotics when compared to a single regimen.",0.0,0.0,0.0,0.0
CD004864,,"Hydroxychloroquine has no benefit in treating chronic steroid dependent asthma. However, there is insufficient evidence to determine whether or not hydroxychloroquine is an effective treatment for these patients.",0.0,0.0,0.0,0.0
CD005272,,"There is insufficient evidence to support the use of rosuvastatin for the treatment of symptomatic VTE in apparently healthy men and women. Observational studies have yielded variable estimates of the effect of statin therapy on the risk of venous thromboembolism, and evidence from randomized trials is lacking.",0.0,0.0,0.0,0.0
CD008600,,"Since the last version of this review no new studies have been found that the prophylactic prophylaxis of Mycobacterium avium complex infection in patients with advanced AIDS leads to a significant reduction in the risk of post-and M. avium complex disease and bacterial pneumonia. There was no evidence of a difference in the incidence of adverse events between prophylaxis with azithromycin and placebo. However, this conclusion is limited by the small number of included trials and the lack of reporting of adverse effects in many of the included trials. More well-designed, adequately powered, longer-term randomised controlled trials are needed to evaluate the effect of prophylactic prophylaxis with clarithromycin on long-term mortality and morbidity in adults with AIDS.",0.0,0.0,0.0,0.0
CD008366,,"Prazosin and methyldopa are effective in reducing blood pressure in moderate hypertension, but the clinical significance remains unclear. Trimazosin, 900 mg daily, and methyldopa 2,250 mg daily are equally effective in lowering blood pressure and may be more effective than placebo, although there is insufficient evidence to support its use in the treatment of patients with essential hypertension. There is a need for more high quality, adequately powered, randomised controlled trials with long-term follow-up that test the efficacy of methyldopa as an isolated treatment for patients with mild to moderate hypertension.",0.0,0.0,0.0,0.0
CD001216,,"There is insufficient evidence to support or refute the routine use of tamoxifen for treating patients with advanced hepatocellular carcinoma. There is a need for more high quality, adequately powered, well-designed randomised controlled trials that examine the long-term effects of tamoxifen on survival in this group of patients.",0.0,0.0,0.0,0.0
CD003615,,There is insufficient evidence to support the use of nail-insertion techniques for the treatment of closed fractures of the tibial shaft fracture. There is some evidence that there are no major differences in delayed union rates between reamed and unreamed nails.,0.0,0.0,0.0,0.0
CD003401,,Rofecoxib and NSAIDs are effective in slow the progression of Alzheimer's disease and cognitive decline in patients with mild to moderate AD. There is insufficient evidence to support the use of NSAIDs as a treatment for the treatment of AD.,0.0,0.0,0.0,0.0
CD007444,,"There is insufficient evidence to support the use of nursing beds for primary care for critically ill patients. However, there is some evidence that post-acute care is effective in reducing length of hospital stay and improving healthcare costs, but the quality of the evidence was low. There is a need for more high quality, well-designed randomised controlled trials that compare the effectiveness and cost-effectiveness of different types of beds.",0.0,0.0,0.0,0.0
CD006073,,"There is no evidence to support the routine use of candesartan for the treatment of microalbuminuria in normotensive patients with type 1 or type 2 diabetes. There is a need for more high quality, adequately powered, well-designed randomised controlled trials that examine the long-term effects of candesartan on patient-important outcomes in this population.",0.0,0.0,0.0,0.0
CD002778,,"The findings of this review support the use of attachment-based family therapy as a treatment for mood episodes of bipolar I disorder. However, there is insufficient evidence to support or refute the effectiveness of this intervention. Further well-designed, adequately powered randomised controlled trials are needed.",0.0,0.0,0.0,0.0
CD008237,,The findings of this review suggest that self-help materials and behavioural interventions are effective in promoting smoking cessation and reduction for pregnant women. There is insufficient evidence to support the use of NRT as a behavioural intervention to help pregnant women quit during pregnancy and to increase the likelihood of quit in pregnancy. Women should be offered NRT as part of a standard intervention or usual care.,0.0,0.0,0.0,0.0
CD004408,,"Cognitive-educational therapy is effective in reducing pain reduction in people with fibromyalgia, however there is some evidence that the addition of a cognitive component may be more effective than a waiting list control for the treatment of non-specific pain. There is no evidence to support the routine use of group cognitive/educational therapy as a treatment for patients with chronic pain.",0.0,0.0,0.0,0.0
CD001333,,"There is insufficient evidence to recommend zuclopenthixol acetate as a supplement to conventional liquid oral haloperidol for the treatment of people with schizophrenia or schizophrenia-related symptoms. The available data do not support the use of zuclopenthixol acetate when compared to haloperidol in the short-term treatment of this condition. There is a need for more high quality, well-designed RCTs that compare zuclopenthixol acetate with other anti-inflammatory drugs, including benzodiazepines, for the initial treatment of those with schizophrenia.",0.0,0.0,0.0,0.0
CD004070,,"There is some evidence to support routine salt restriction for two or three weeks to reduce the severity of asthma in people with chronic asthma. There is no clear evidence that increased salt intake reduces the incidence of asthma-related adverse events in asthmatics, but further studies are needed to confirm these findings.",0.0,0.0,0.0,0.0
CD004885,,"There is some evidence that EA provides less analgesia to anaesthesia during oocyte aspiration, but there is no evidence of benefit for the other. There is a need for more high quality, adequately powered, well-designed randomised controlled trials that compare EA with other medical and anaesthesia methods for the induction of pain relief in the oocyte retrieval setting.",0.0,0.0,0.0,0.0
CD006140,,"Famciclovir 800 mg daily is an effective treatment for acute herpes zoster, but the clinical significance of the disease is still unclear. There is insufficient evidence to determine whether or not acyclovir has any effect on chronic pain or post-surgical pain. Oral acyclovir had no statistically significant effect on the severity or duration of post-herpetic neuralgia. There was no difference in the incidence of adverse effects between the two placebos.",0.0,0.0,0.0,0.0
CD002038,,There is insufficient evidence to support the use of manoeuvres as a strategy to reduce the risk of barotrauma in patients with acute lung injury or acute respiratory distress syndrome. There is some evidence that manoeuvres are more effective than low PEEP and high levels of positive end-expiratory pressure for the management of ALI/ARDS. There was no evidence of a difference in barotrauma rates between the two types of manoeuvres. Further research is needed.,0.0,0.0,0.0,0.0
CD003296,,This review provides some evidence that ultrasound guidance during embryo transfer improves clinical pregnancy and live birth rates in IVF cycles. There was no evidence of a difference in clinical pregnancy rates for ultrasound-guided embryo transfer compared with clinical touch transfer.,0.0,0.0,0.0,0.0
CD007388,,"This review provides some evidence that topical corticosteroids are more effective than placebo for the treatment of CRS. There is insufficient evidence to support the use of topical corticosteroids in the management of CRS, and further high quality trials are needed to determine the optimal type and duration of treatment. Topical corticosteroids should not be considered when given before and after sinus surgery for patients with CRS.
[Note: The 15 citations in the awaiting classification section of the review may alter the conclusions of review once assessed.]",0.0,0.0,0.0,0.0
CD003135,,"There is insufficient evidence to support the use of dipyrone as an effective treatment for acute migraine pain, pain relief or symptom control in people with episodic tension-type headaches. The trials included in this review were of poor quality and used a relatively small number of participants, so no conclusions can be drawn about the effectiveness of this drug.",0.0,0.0,0.0,0.0
CD003175,,"There is insufficient evidence from randomised controlled trials to support or refute the use of nutrition screening programmes for reducing the number of short and long-term nutritional episodes and the likelihood of hearing loss among adults in the general population. Further well-designed, high quality RCTs are needed.",0.0,0.0,0.0,0.0
CD006569,,There is insufficient evidence to support or refute the use of any treatment for alcoholic hepatic encephalopathy in patients with moderate to severe disease. There is a need for further high quality randomised controlled trials with long-term follow up to determine which preparations are the most effective treatment for these patients.,0.0,0.0,0.0,0.0
CD004180,,"We found no evidence to support the use of antifibrinolytic antifibrinolytic agents to reduce blood loss during scoliosis surgery. Aprotinin may reduce the need for autologous blood transfusions in patients with scoliosis, but the clinical significance remains unclear. Aprotinin is associated with a higher rate of thrombotic morbidity and a lower risk of transfusion requirements. Further research is needed to assess the effect of antifibrinolytic agents on reducing blood loss and transfusion requirements in patients undergoing scoliosis surgery and to determine the optimal management of these patients.",0.0,0.0,0.0,0.0
CD002232,,"This review suggests that there is insufficient evidence to support the use of chemotherapeutic corticosteroids in conventional dosages for the treatment of supratentorial brain gliomas. There is a need for further high quality randomised controlled trials with long-term follow up to determine the optimal dose and duration of corticosteroids. In order to detect clinically important differences in survival between different chemotherapeutic regimen regimens, no conclusions can be made about the true effect of corticosteroids on survival in patients with supratentorial brain tumors or supratentorial malignant glioma.",0.0,0.0,0.0,0.0
CD004304,,Treatment with the aldose reductase inhibitors leads to improved nerve conduction and vibration perception threshold in people with diabetic peripheral neuropathy. There was no evidence that the progression-free survival benefit of the drug was superior to the use of the non-invasive inhibitor. There is a need for more randomised clinical trials with long-term follow-up to determine which patients are most likely to benefit from the drug.,0.0,0.0,0.0,0.0
CD005125,,"There is limited evidence that aerobic and exercise training may be beneficial for the treatment of cancer-related fatigue, particularly when compared to usual care. There is some evidence that exercise does not improve quality of life or improve adherence to treatment. Further trials are needed to determine the effect of exercise on patient-reported outcomes.",0.0,0.0,0.0,0.0
CD004009,,"There is some evidence that family focused grief therapy for distressed, informal carers of patients with cancer reduces the severity of debilitating depressive disorders compared with usual palliative care. There is a need for more high quality, adequately powered, well conducted and reported long-term randomised controlled trials to determine the effectiveness of this intervention.",0.0,0.0,0.0,0.0
CD006955,,"There is a lack of evidence from randomised controlled trials to support the routine use of switching from phenytoin to levetiracetam prophylaxis for seizure control following supratentorial glioma. The available data are too few to allow any firm conclusions to be drawn about the effectiveness and safety of switching versus levetiracetam prophylaxis in this group of patients. However, most of the included studies were small and had a high risk of bias. Further well-designed, high quality RCTs are required to determine whether switching is more effective than levetiracetam prophylaxis as a treatment for supratentorial glioma control.",0.0,0.0,0.0,0.0
CD007635,,"There is insufficient evidence to support or refute the use of exercise for people with RA. There is a need for more high quality, well-designed and reported randomised controlled trials with long-term follow up to determine the effect of exercise on functional outcome and disease activity outcomes.",0.0,0.0,0.0,0.0
CD007303,,"Disulfiram may be an effective pharmacotherapy for cocaine abuse among treatment-seeking opioid addicts, even in those individuals without co-morbid alcohol abuse. However, there is insufficient evidence to support or refute the routine use of this drug in the treatment of cocaine dependence.",0.0,0.0,0.0,0.0
CD001327,,"There is no evidence to support routine use of electrostimulation for the prevention of intraoperative nausea and vomiting during spinal anaesthesia for caesarean section. There is a suggestion that electrostimulation is more effective than metoclopramide for reducing the incidence of postoperative nausea or vomiting in women undergoing elective and post-urgent caesarean section with epidural anaesthesia. However, there is some evidence that electrostimulation was superior to placebo for preventing perioperative nausea and may be associated with fewer episodes of postoperative vomiting than metoclopramide.
[Note: The 23 citations in the awaiting classification section of the review may alter the conclusions of this review once assessed.]",0.0,0.0,0.0,0.0
CD000391,,There is insufficient evidence to determine which method of management is the most appropriate for newborn infants with severe respiratory failure. There is a need for more randomised clinical trials with adequate trial methodology and adequate duration of follow up.,0.0,0.0,0.0,0.0
CD007815,,"There is some evidence to support the effectiveness of psychological interventions in the treatment of patients with asthma who do not have healthcare professionals, but the quality of the evidence is poor. There is a need for more high quality, adequately powered, well-designed randomised controlled trials investigating the efficacy of such interventions.",0.0,0.0,0.0,0.0
CD004348,,"In infants with acute bronchiolitis, combined therapy with beta-2 agonist epinephrine is more efficacious than oral corticosteroids in reducing the need for ED discharge and reducing the length of hospital stay, but there was no evidence of benefit in terms of important clinical outcomes.",0.0,0.0,0.0,0.0
CD004794,,There is insufficient evidence to support the routine use of magnesium as a first-line treatment for moderate to severe asthma exacerbations. There is no evidence to suggest that magnesium may be an effective adjunct to beta-agonists in patients with asthma exacerbations who are discharged from the emergency department. Further well-designed RCTs are needed to assess the effect of magnesium on exacerbations such as chronic lung disease and all-cause mortality.,0.0,0.0,0.0,0.0
CD004522,,"Results from this review suggest that the use of a typical oral contraceptive with the same dose pill is associated with a significant reduction in the risk of cardiovascular disease, diabetes, or all-cause mortality when compared to the traditional cyclic regimen of oral contraceptives. There was no evidence of a difference in the incidence of adverse events between the two pill preparations. There is a need for further well designed, adequately powered randomised controlled trials with long-term follow-up.",0.0,0.0,0.0,0.0
CD010155,,"Manuka honey is more effective than honey as standard therapy in the healing of venous leg ulcers. There is no evidence of a difference in healing time between honey and standard therapy. There was no evidence that honey did not significantly increase the proportion of burns healed in the first two weeks of treatment when compared to standard therapy, but the difference was not statistically significant. There were no significant differences in the incidence of infection, wound colonisation, wound type, age and wound area at start of treatment with the application of honey.
It is important that honey should not be used in the treatment of people with a venous ulcer to the use of standard therapy because of the small number of available studies and the high risk of bias in the included trials.",0.0,0.0,0.0,0.0
